rating,tel,name,url,price,hours,address,holiday
two stars,TEL03-3473-3103,Seisoka,n/a,"PriceLunch = menu &yen6;,480-21,600Dinner = menu &yen21;,600-36,750Service charge = 10%","Opening hours, last ordersLunch = 12:00-15:00Dinner = 17:30-23:00","4-2-34 Minamiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-5574-8881,Torizen Seo,n/a,"PriceDinner = menu &yen2;,916-6,696carte &yen3;,500-6,000Service charge = 10%Private room fee = 3,240Seat charge = &yen702;","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","B1F, Casa Tsuruoka, 1-4-2 Azabujuban, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-5410-1500,Akasaka Sekine,n/a,"PriceDinner = menu &yen19;,440-37,800Service charge = 10%","Opening hours, last ordersDinner = 18:00-22:00","9-1-7 Akasaka, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
Bib Gourmand,TEL03-5450-5870,Seki Hanare,n/a,"PriceDinner = menu &yen4;,320-5,400carte &yen4;,000-6,000Seat charge = &yen540; (Ã  la carte)","Opening hours, last ordersDinner = 18:00-1:00 L.O.24:00","3-1-3 Setagaya, Setagaya-ku, Tokyo",Annual and weekly closingClosed Monday
two stars,TEL03-5474-6889,Sekihotei,URLhttp://www.sekihoutei.jp/info.html,"PriceLunch = menu &yen8;,640-27,000Dinner = menu &yen16;,200-27,000Service charge = 10%Private room fee = &yen3;,240-5,400","Opening hours, last ordersLunch = Tuesday-Saturday 12:00-14:30Dinner = 18:00-22:30","3-1-14 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
Bib Gourmand,TEL03-5834-7755,Trattoria Sereno,URLhttp://www.trattoria-sereno.com,"PriceLunch = menu &yen1;,200-2,200Dinner = carte &yen3;,000-5,000Seat charge = &yen300; (dinner)","Opening hours, last ordersLunch = 12:00-13:00 (L.O.)Dinner = 18:00-22:00 (L.O.)","52-14 Oyamahigashicho, Itabashi-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-3270-8188,Sense,URLhttp://www.mandarinoriental.co.jp/tokyo,"PriceLunch = menu weekdays &yen4;,104-17,064weekends &yen6;,264-17,064carte &yen10;,000-20,000Dinner = menu &yen15;,120-37,800carte &yen10;,000-20,000Service charge = 13%Private room fee = &yen10;,800","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)weekends 11:00-15:00 (L.O.)Dinner = 17:30-22:00 (L.O.)","37F, Mandarin Oriental, 2-1-1 Nihombashi-muromachi, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-6416-8587,Senmaya,n/a,"PriceDinner = carte &yen3;,000-5,000Seat charge = &yen1;,944","Opening hours, last ordersDinner = 18:00-23:30 (L.O.)","B1F, Yoyogi Park House, 1-51-12 Tomigaya, Shibuya-ku, Tokyo",n/a
Bib Gourmand,TEL03-5944-8105,Soten,n/a,"PriceDinner = menu &yen3;,500-5,500carte &yen3;,000-5,000Service charge = 5%Seat charge = &yen820; (Ã  la carte)","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:00Saturday 17:00-23:00 L.O.22:00Sunday & Public Holidays 17:00-22:00 L.O.21:00","1F, Saga Kato Bldg, 3-39-13 Minamiotsuka, Toshima-ku, Tokyo",Annual and weekly closingClosed Monday
two stars,TEL03-3431-0811,Daigo,URLhttp://www.atago-daigo.jp,"PriceLunch = menu &yen10;,000-19,000Dinner = menu &yen15;,000-19,000Service charge = 15%","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:00Dinner = 17:00-22:30 L.O.20:00","2F, Forest Tower, 2-3-1 Atago, Minato-ku, Tokyo",n/a
Bib Gourmand,TEL03-3786-1464,Mochibuta Tonkatsu Taiyo,URLhttp://mochibutataiyou.web.fc2.com/,"PriceLunch = carte &yen1;,100-1,900Dinner = carte &yen1;,300-1,900","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Dinner = 17:30-20:00 (L.O.)","1F, Maison Izumi, 3-22-7 Koyama, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Monday and Friday
Bib Gourmand,TEL03-3787-2100,Takano,URLhttp://www.geocities.jp/taganoya,"PriceLunch = carte &yen700-1;,200","Opening hours, last ordersLunch = 11:30-14:30 or when the dayâ€™s stock runs out","2-15-10 Nakanobu, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-5422-9430,Takayama,URLhttp://www.hiroo-takayama.net,"PriceLunch = carte &yen1;,000Dinner = menu &yen4;,500-7,560carte &yen4;,000-6,000Service charge = 5% (Dinner)","Opening hours, last ordersLunch = Monday-Friday 11:45-14:30Dinner = 18:00-23:00 L.O.22:00","1F, Hiroo Akiyama Bldg, 5-17-4 Hiroo, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
two stars,TEL03-5774-4372,Nishiazabu Taku,n/a,"PriceDinner = menu &yen18;,360-21,600","Opening hours, last ordersDinner = 18:00-1:00","1F, Kapalua Nishiazabu, 2-11-5 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-6450-5991,Tagetsu,n/a,"PriceLunch = menu &yen5;,400-21,600Dinner = menu &yen16;,200-21,600","Opening hours, last ordersLunch = 11:30-14:00 L.O.13:00Dinner = 18:00-23:00 L.O.21:00","B1F, Kitaaoyama Sekine Bldg, 3-13-1 Kitaaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3445-6617,Tajima,URLhttp://www.sobatajima.jp/,"PriceLunch = menu &yen3;,090-5,250carte &yen1;,500-5,000Dinner = menu &yen3;,090-5,250carte &yen1;,500-5,000","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Dinner = 17:30-21:30 (L.O.)Public Holidays 17:30-20:30 (L.O.)","3-8-6 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and last Monday
one star,TEL03-3585-7285,Tatsumura,n/a,"PriceDinner = menu &yen12;,960Service charge = 10%","Opening hours, last ordersDinner = 17:30-23:00 L.O.21:00","2F, Trade Akasaka Bldg, 5-4-14 Akasaka, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-3563-1511,Tateru Yoshino Ginza,URLhttp://www.tateruyoshino.com,"PriceLunch = menu &yen5;,400-14,040Dinner = menu &yen10;,800-22,680Service charge = 10%Private room fee = &yen3;,240-10,800","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 18:00-21:00 (L.O.)","12F, Pias Ginza, 4-8-10 Ginza, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-6252-1155,Tateru Yoshino Bis,URLhttp://www.tateruyoshino.com,"PriceLunch = menu &yen3;,182-6,818carte &yen4;,000-7,500Dinner = menu &yen5;,000-10,910carte &yen4;,000-7,500Service charge = 10%Private room fee = &yen5;,940-33,264","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 18:00-21:00 (L.O.)","25F, Park Hotel, 1-7-1 Higashishimbashi, Minato-ku, Tokyo",n/a
Bib Gourmand,TEL03-6804-2266,Tani,URLhttp://www.restaurant-tani.com,"PriceLunch = menu weekdays &yen3;,024-12,960weekends &yen4;,536-12,960Dinner = menu &yen4;,536-12,960Service charge = 10%Private room fee dependent on total spend","Opening hours, last ordersLunch = Wednesday-Sunday 12:00-15:30 L.O.14:00Dinner = 18:00-23:30 L.O.21:30","2F, Moriya Sunlight Bldg, 3-2-6 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Monday and 1st Sunday of the month
one star,TEL03-3270-8188,Tapas Molecular Bar,URLhttp://www.mandarinoriental.co.jp/tokyo,"PriceLunch = menu &yen18;,360Dinner = menu &yen18;,360Service charge = 13%","Opening hours, last ordersLunch = weekends 13:00-15:00Dinner = 18:00-20:00, 20:30-22:30","38F, Mandarin Oriental, 2-1-1 Nihombashi-muromachi, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-3272-3227,Nihombashi Tamai Honten,URLhttp://anago-tamai.com/,"PriceLunch = menu &yen4;,600-5,800carte &yen1;,500-5,000Dinner = menu &yen4;,600-5,800carte &yen1;,500-5,000","Opening hours, last ordersLunch = 11:00-14:30 L.O.14:00weekends 11:30-15:30 L.O.15:00Dinner = 17:00-21:30 L.O.21:00weekends 16:30-21:00 L.O.20:30","2-9-9 Nihombashi, Chuo-ku, Tokyo",n/a
one star,TEL03-5485-0025,Tamawarai,n/a,"PriceLunch = carte &yen2;,000-3,000Dinner = menu &yen7;,560-9,720carte &yen3;,000-4,000","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30 or when the dayâ€™s stock runs out Saturday 11:30-20:00 L.O.19:30Sunday 11:30-17:00 L.O.16:30Dinner = Tuesday-Saturday 18:30-21:30 L.O.21:00 or when the dayâ€™s stock runs out","5-23-3 Jingumae, Shibuya-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-3584-6646,Akasaka Tantei,URLhttp://www.akasakatantei.com,"PriceLunch = menu &yen4;,800-10,000Dinner = menu &yen10;,800-21,600Service charge = 10% (dinner)Private room fee = &yen2;,000-6,000 (dinner)","Opening hours, last ordersLunch = 12:00-14:30Dinner = 18:00-21:00 (L.O.)","6-16-11 Akasaka, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3542-0789,Chikuyotei Honten,n/a,"PriceLunch = menu &yen4;,320-10,800carte &yen2;,600-5,000Dinner = menu &yen4;,320-10,800carte &yen2;,600-5,000","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30Dinner = 16:30-21:00 L.O.20:00","8-14-7 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3791-1173,Sobaya Tsukigocoro,URLhttp://www.tsukigocoro.com,"PriceLunch = carte &yen2;,000-3,000Dinner = carte &yen2;,000-3,000","Opening hours, last ordersLunch = Friday-Sunday 12:00-13:30 (L.O.) or when the day's stock runs outDinner = 18:00-21:15 (L.O.) or when the day's stock runs out","2-44-15 Nakacho, Meguro-ku, Tokyo",Annual and weekly closingClosed Wednesday and 3rd & 5th Tuesday of the month
two stars,TEL03-3403-3984,Kaiseki Tsujitome,URLhttp://www.tsujitome.co.jp,"PriceLunch = menu &yen16;,200-37,800Dinner = menu &yen27;,000-46,440Service charge = 10%","Opening hours, last ordersLunch = 12:00-14:00Dinner = 17:00-21:00","B1F, Toraya Daini Bldg, 1-5-8 Motoakasaka, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3666-3419,Tempura Tsujimura,n/a,"PriceLunch = menu &yen1;,300-7,236Dinner = menu &yen2;,484-7,236Seat charge = &yen540; (dinner)","Opening hours, last ordersLunch = 11:30-13:30 (L.O.)Dinner = weekdays 17:30-20:30 (L.O.)","27-5 Nihombashi-hakozakicho, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-3943-1007,Japanese Soba Noodles Tsuta,n/a,"PriceLunch = carte &yen800-2;,000Dinner = carte &yen800-2;,000","Opening hours, last ordersLunch = 11:00-16:00 or when the dayâ€™s stock runs outDinner = 18:00-21:00 or when the dayâ€™s stock runs out","1-14-1 Sugamo, Toshima-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-5379-8573,Odenya Den,n/a,"PriceDinner = carte &yen3;,500-5,000","Opening hours, last ordersDinner = 18:00-0:30 L.O.23:30","B1F, Nakagawa Bldg, 1-8 Yotsuya, Shinjuku-ku, Tokyo","Annual and weekly closingClosed August, Saturday, Sunday and Public Holidays"
Bib Gourmand,TEL03-3831-6360,Tempura Tensuzu,n/a,"PriceLunch = menu &yen1;,725-8,100carte &yen3;,500-6,000Dinner = menu &yen3;,455-8,100carte &yen3;,500-6,000","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00Dinner = 16:30-21:30 L.O.20:30","2-6-7 Ueno, Taito-ku, Tokyo",Annual and weekly closingClosed Wednesday
one star,TEL03-6303-4005,Tenmasa,URLhttp://www.ten-masa.info,"PriceDinner = menu &yen10;,800-19,440Service charge = 10%","Opening hours, last ordersDinner = 18:00-23:00 L.O.21:30","B1F, Cube-M, 3-16-13 Kamimeguro, Meguro-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6458-3664,Ramenya Toy Box,n/a,"PriceLunch = carte &yen750-1;,150Dinner = carte &yen750-1;,150","Opening hours, last ordersLunch = 11:00-15:00 or when the dayâ€™s stock runs outDinner = Tuesday-Saturday 18:00-21:00 or when the dayâ€™s stock runs out.","1-1-3 Higashinippori, Arakawa-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday) and 2nd Tuesday"
Bib Gourmand,TEL03-6317-0951,Tohakuan Karibe,URLhttp://www.touhakuan.jp,"PriceLunch = menu &yen3;,200-5,300carte &yen1;,000-5,000Dinner = menu &yen8;,500carte &yen1;,000-5,000Private room fee = 10%","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30 or when the dayâ€™s stock runs outSunday & Public Holidays 11:30-21:30 L.O.21:00Dinner = 18:00-22:30 L.O.22:00 or when the dayâ€™s stock runs out","11-7 Wakamiyacho, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Wednesday except Public Holidays
one star,TEL03â€“3239â€“3111,La Tour d'Argent,URLhttp://www.tourdargent.jp,"PriceDinner = menu &yen19;,440-34,560carte &yen16;,000-27,000Service charge = 10%Private room fee = &yen43;,200 (more than 11 persons &yen21;,600â€¯)","Opening hours, last ordersDinner = 17:30-20:30 (L.O.)","Lobby floor, Hotel New Otani Tokyo The Main, 4-1 Kioicho, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-3585-4701,Akasaka Totoya Uoshin,URLhttp://www.uoshin.ne.jp/totoya,"PriceLunch = menu &yen1;,944-7,560Dinner = menu &yen8;,640-16,200Service charge = 10% (dinner)Private room fee = &yen5;,400 (lunch &yen3;,240)","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:30-21:30 (L.O.)","5-1-34 Akasaka, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
two stars,TEL03-5568-5822,Ginza Toyoda,URLhttp://ginza-toyoda.com,"PriceLunch = menu &yen8;,100Dinner = menu &yen21;,600Service charge = 10%","Opening hours, last ordersLunch = 11:30-15:00 L.O.13:30Monday & Saturday 12:00-15:00 L.O.13:30Dinner = 17:30-22:00 L.O.20:30","2F, La Vialle Ginza Bldg, 7-5-4 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-3622-6202,Toriki,n/a,"PriceDinner = menu &yen4;,320-5,400carte &yen4;,000-7,000Seat charge = &yen648;","Opening hours, last ordersDinner = 17:30-22:30 (L.O.)Saturday 17:00-22:30 (L.O.)","1F, Kosaka Bldg, 1-8-13 Kinshi, Sumida-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3781-4194,Torigen,n/a,"PriceLunch = carte &yen750-910;Dinner = carte &yen2;,000-5,000Seat charge = &yen500; (dinner)","Opening hours, last ordersLunch = weekends 12:00-14:00Dinner = 17:00-24:00","3-21-8 Koyama, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3682-6473,Torisawa,n/a,"PriceDinner = menu &yen5;,000-7,000carte &yen4;,000-6,000Seat charge = &yen700;","Opening hours, last ordersDinner = 17:30-24:00 L.O.23:00","2-24-13 Kameido, Koto-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-3440-7656,Torishiki,n/a,"PriceDinner = menu &yen5;,000-7,000","Opening hours, last ordersDinner = 18:00-23:00","2-14-12 Kamiosaki, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Monday and Public Holidays
Bib Gourmand,TEL03-5795-2950,Toritama Honkan,n/a,"PriceDinner = menu &yen2;,138-3,866carte &yen3;,000-4,000Seat charge = &yen540;","Opening hours, last ordersDinner = 17:30-1:00 L.O.24:00","6-22-19 Shirokane, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday except before a Public Holiday and Public Holiday Mondays
Bib Gourmand,TEL03-5818-3566,Toritsune Shizendo,n/a,"PriceLunch = carte &yen1;,000-2,700Dinner = menu &yen6;,900-10,900carte &yen2;,000-8,000Service charge = 3% (dinner)Private room fee = &yen2;,200-3,300Seat charge = &yen315; (dinner)","Opening hours, last ordersLunch = 11:30-13:30 (L.O.)Dinner = 17:30-21:00 (L.O.)","5-5-2 Sotokanda, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-3356-4534,Shinjuku Kappo Nakajima,URLhttp://www.shinjyuku-nakajima.com,"PriceLunch = menu &yen800-5;,400Dinner = menu &yen8;,640-14,040Service charge = 10%","Opening hours, last ordersLunch = 11:30-14:00 L.O.13:45Dinner = 17:30-21:30 L.O.20:00","B1F, Hihara Bldg, 3-32-5 Shinjuku, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-5410-1919,Motoakasaka Nagazumi,n/a,"PriceDinner = menu &yen12;,960Service charge = 5%","Opening hours, last ordersDinner = 18:00-21:00 (L.O.)","1-5-3 Motoakasaka, Minato-ku, Tokyo",n/a
one star,TEL03-3830-0490,Nakasei Uchimise,URLhttp://www.naka-sei.com/uchi/,"PriceLunch = menu &yen7;,000-15,000carte &yen12;,000-15,000Dinner = menu &yen12;,960-16,200carte &yen12;,000-18,000Seat charge = &yen540; (dinner)","Opening hours, last ordersLunch = weekends 11:30-15:30 L.O.14:00Dinner = 17:00-23:00 L.O.21:00","5-10-18 Koishikawa, Bunkyo-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-6416-8086,Nakatogawa,n/a,"PriceDinner = carte &yen3;,000-5,000Seat charge = &yen500;","Opening hours, last ordersDinner = 17:30-1:00 L.O.24:00Sunday & Public Holidays 17:30-22:30 L.O.21:30","2F, Chitose Bldg, 1-33-12 Uehara, Shibuya-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-3746-0856,Sushi Nakamura,n/a,"PriceDinner = menu &yen19;,440Service charge = 5%","Opening hours, last ordersDinner = 18:00-23:30 L.O.22:00","7-17-16 Roppongi, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3827-3511,Uenosakuragi Nanohana,n/a,"PriceLunch = menu &yen1;,550-5,000Dinner = menu &yen5;,400-7,000carte &yen4;,000-8,000Seat charge = &yen1;,000 (Ã  la carte )","Opening hours, last ordersLunch = Tuesday-Saturday 11:00-14:00 L.O.13:00Sunday 11:00-16:00 L.O.15:00Dinner = Tuesday-Saturday 17:30-21:30","1-10-26 Uenosakuragi, Taito-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
two stars,TEL03-5785-0799,Narisawa,URLhttp://www.narisawa-yoshihiro.com,"PriceLunch = menu &yen27;,000Dinner = menu &yen32;,400Service charge = 10%","Opening hours, last ordersLunch = 12:00-13:00 (L.O.)Dinner = 18:30-20:00 (L.O.)","2-6-15 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Monday
Bib Gourmand,TEL03-5393-6899,Noae,URLhttp://www.soba-noae.jp,"PriceLunch = carte &yen850-4;,000Dinner = menu &yen3;,500carte &yen850-4;,000","Opening hours, last ordersLunch = Wednesday-Sunday 12:00-14:30 L.O.14:00 or when the dayâ€™s stock runs outDinner = 18:00-22:00 L.O.21:00 or when the dayâ€™s stock runs out","3-27-16 Shakujiimachi, Nerima-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-3583-7852,Nodaiwa,n/a,"PriceLunch = menu &yen4;,650-16,000carte &yen2;,200-10,000Dinner = menu &yen4;,650-16,000carte &yen2;,200-10,000Service charge = 10%","Opening hours, last ordersLunch = 11:00-13:30 (L.O.)Dinner = 17:00-20:00 (L.O.)","1-5-4 Higashiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3811-4850,Hashimoto,URLhttp://www.unagi-hashimoto.jp,"PriceLunch = carte &yen2;,600-4,500Dinner = carte &yen2600-4;,500Private room fee = 10%","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 16:30-20:00 L.O.19:30","2-5-7 Suido, Bunkyo-ku, Tokyo",Annual and weekly closingClosed Thursday
Bib Gourmand,TEL03-3922-2626,Hasegawa,n/a,"PriceLunch = carte &yen630-2;,500Dinner = carte &yen630-2;,500","Opening hours, last ordersLunch = 11:30-14:30 or when the dayâ€™s stock runs outDinner = 18:00-20:30 L.O.20:00 or when the dayâ€™s stock runs out","4-3-18 Higashioizumi, Nerima-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday) and 1st Tuesday (unless Public Holiday, then 1st Wednesday)"
one star,TEL03-3631-3927,Tempura Hasegawa,n/a,"PriceDinner = set &yen13;,500","Opening hours, last ordersDinner = 17:30-20:30 (L.O.)","2-7-10 Kotobashi, Sumida-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3428-8437,Hassho,n/a,"PriceDinner = carte &yen900-2;,500","Opening hours, last ordersDinner = 17:00-1:00 L.O.23:30Sunday & Public Holidays 17:00-23:00 L.O.22:00","2F, Harada Bldg, 1-21-18 Kyodo, Setagaya-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-3476-5025,Pachon,URLhttp://www.pachon.co.jp,"PriceLunch = menu &yen3;,800-10,800weekends &yen5;,000-10,800Dinner = menu &yen10;,800-18,000carte &yen10;,000-20,000Service charge = 10%","Opening hours, last ordersLunch = 11:30-15:30 L.O.13:30Dinner = 18:00-21:00 (L.O.)","B-1, Hillside Terrace, 29-18 Sarugakucho, Shibuya-ku, Tokyo",n/a
two stars,TEL03-3731-2403,Hatsunezushi,n/a,"PriceLunch = menu &yen34;,560-37,800Dinner = menu &yen34;,560-37,800","Opening hours, last ordersLunch = 1st & 3rd Saturday 12:00-14:30, 15:00-17:30Dinner = 17:30-19:45, 20:00-22:30 except 1st & 3rd Saturday","5-20-2 Nishikamata, Ota-ku, Tokyo","Annual and weekly closingClosed Wednesday, Sunday and Public Holidays"
one star,TEL03-3881-8818,Bird Court,n/a,"PriceDinner = menu &yen4;,320-6,480carte Tuesday- Thursday &yen3;,000-8,000Seat charge = &yen300;","Opening hours, last ordersDinner = 17:30-22:30 L.O.22:00","3-68 Senju, Adachi-ku, Tokyo",Annual and weekly closingClosed Sunday and Monday
one star,TEL03-3392-8941,Asagaya Bird Land,URLhttp://www.asagaya-bird-land.com,"PriceDinner = menu &yen3;,996-7,020carte &yen4;,500-6,000Seat charge = &yen400;","Opening hours, last ordersDinner = 17:00-23:00 L.O.22:15","1F, Bearl Asagaya, 3-37-9 Asagayaminami, Suginami-ku, Tokyo",Annual and weekly closingClosed Monday and 1st & 3rd Sunday of the month
one star,TEL03-5250-1081,Bird Land,URLhttp://ginza-birdland.sakura.ne.jp,"PriceDinner = menu &yen6;,804-9,072carte &yen6;,000-10,000","Opening hours, last ordersDinner = 17:00-22:00 L.O.21:30","B1F, Tsukamoto Sozan Bldg, 4-2-15 Ginza, Chuo-ku, Tokyo","Annual and weekly closingClosed Sunday, Monday and Public Holidays"
Bib Gourmand,TEL03-5395-6707,Hanaoka,URLhttp://nihonsyuhanaoka.wix.com/nihonsyuhanaoka,"PriceDinner = menu &yen3;,880-5,070","Opening hours, last ordersDinner = 17:00-22:00 (L.O.)","1-51-18 Minamiotsuka, Toshima-ku, Tokyo",n/a
two stars,TEL03-3661-5940,Hamadaya,URLhttp://www.hamadaya.info,"PriceLunch = menu &yen16;,200-27,000Dinner = menu &yen32;,400-54,000Service charge = 20% (lunch 15%)","Opening hours, last ordersLunch = Wednesday, Thursday & Saturday 11:30-15:00Dinner = 17:30-22:00","3-13-5 Nihombashi-ningyocho, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3545-5550,Trattoria Tsukiji Paradiso !,n/a,"PriceLunch = menu weekdays &yen980-1;,480weekends &yen1;,680carte &yen4;,000-5,000Dinner = carte &yen4;,000-5,000Seat charge = &yen432; (dinner)","Opening hours, last ordersLunch = 11:00-14:00 (L.O.)Dinner = 18:00-22:00 (L.O.)weekends 17:30-21:00 (L.O.)","6-27-3 Tsukiji, Chuo-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-6804-9980,Shikigohan Harema,URLhttp://www.ha-re-ma.com,"PriceDinner = menu &yen1;,620-4,104","Opening hours, last ordersDinner = 18:00-23:00 L.O.22:00Sunday 17:00-22:00 L.O.21:00","1-1-20 Uehara, Shibuya-ku,Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-5722-6968,Pizzeria Parentesi,n/a,"PriceLunch = carte &yen1;,600-3,000Dinner = carte &yen3;,000-6,000","Opening hours, last ordersLunch = Wednesday-Sunday 11:30-14:00 (L.O.)Dinner = 18:00-22:00 (L.O.)","2F, Excel Higashiyama, 3-6-8 Higashiyama, Meguro-ku, Tokyo",Annual and weekly closingClosed Monday except Public Holidays
Bib Gourmand,TEL03-3411-3402,Nagomizake Hannagi,n/a,"PriceDinner = carte &yen3;,500-7,000Seat charge = &yen500;","Opening hours, last ordersDinner = 18:00-2:00 L.O.1:00","1F, Sky Blue Sangenjaya, 2-29-3 Taishido, Setagaya-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
one star,TEL03-5414-2116,Piatto Suzuki,n/a,"PriceLunch = menu &yen3;,240-7,560carte &yen7;,000-12,000Dinner = menu &yen10;,800carte &yen7;,000-12,000","Opening hours, last ordersLunch = 12:00-14:00Dinner = 18:00-2:00 L.O.24:00","4F, Hasebeya Bldg, 1-7-7 Azabujuban, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
two stars,TEL03-3505-1185,Pierre Gagnaire,URLhttp://anaintercontinental-tokyo.jp,"PriceLunch = menu &yen5;,022-32,400weekends &yen7;,560-32,400Dinner = menu &yen14;,040-32,400Service charge = 13%","Opening hours, last ordersLunch = 11:30-13:30 (L.O.)Dinner = 17:30-20:30 (L.O.)","36F, ANA Intercontinental Hotel, 1-12-33 Akasaka, Minato-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-5722-1669,Mendokoro Bigiya,URLhttp://www.bigiya.com,"PriceLunch = carte &yen750-1;,500Dinner = carte &yen750-1;,500","Opening hours, last ordersLunch = 11:30-14:45 or when the dayâ€™s stock runs outweekends 11:30-22:30Dinner = 18:00-22:30 or when the day's stock runs out","2-4-9 Takaban, Meguro-ku, Tokyo",n/a
two stars,TEL03-3402-7038,HiguchiRestaurant promoted from 1 to 2 stars or 2 to 3 stars,n/a,"PriceDinner = menu &yen19;,980-32,400Service charge = 10%Private room fee = &yen3;,000","Opening hours, last ordersDinner = 17:30-21:00 (L.O.)","2-19-12 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
