rating,tel,name,,price,hours,address,LAT,LONG,holiday
Bib Gourmand,TEL075-231-5633,Ippinryori Takakura,n/a,"Dinner Y3,000-5,000Seat charge &yen378;","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:30","205 Nishikodocho, Ebisugawa-dori Kawaramachi Nishi-iru, Nakagyo-ku, Kyoto",35.0083172,135.7285638,Annual and weekly closingClosed Monday and 1st & 3rd Sunday of the month
Bib Gourmand,TEL075-221-2788,Il Filo,n/a,"Lunch Y4,104-8,640carte &yen4,000-6,000, Dinner Y5,940-8,640carte &yen4,000-6,000Seat charge &yen324;","Opening hours, last ordersLunch = Friday-Tuesday 12:00-14:00 (L.O.)Dinner = 18:00-22:00 (L.O.)","519 Kamiosakacho, Kiyamchi-dori Oike-sagaru, Nakagyo-ku, Kyoto",35.0096282,135.7710791,Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL075-351-0709,Kanoko,n/a,"Dinner Y4,500","Opening hours, last ordersDinner = 17:00-22:00 L.O.20:30","Saiseki-dori Shijo-sagaru, Shimogyo-ku, Kyoto",35.003399,135.7707504,Annual and weekly closingClosed Monday and Wednesday
Bib Gourmand,TEL075-256-1158,Kamo Mitsufuji,http://www.mitsufuji.kyoto,"Dinner Y3,888-5,076carte &yen3,000-4,000Seat charge &yen432; (淌 la carte)","Opening hours, last ordersDinner = 17:00-22:00 L.O.21:30","299 Tawarayacho, Ebisugawa-dori Tominokoji Nishi-iru, Nakagyo-ku, Kyoto",35.0154038,135.7656762,Annual and weekly closingClosed Monday
Bib Gourmand,TEL075-561-0015,Kikunoi Mugesambo,http://kikunoi.jp,"Lunch Y5,000-6,500","Opening hours, last ordersLunch = 11:00-12:30, 13:00-14:30","524 Washiocho, Shimogawara-dori Kodaiji Kitamonzen, Higashiyama-ku, Kyoto",35.0020178,135.78097,n/a
Bib Gourmand,TEL080-9120-9100,Kyo Udon Tatsumi,n/a,"Lunch Y1,000-2,000","Opening hours, last ordersLunch = 11:30-15:00 or when the day壽猻 stock runs out","57-1 Motoyoshicho, Hanamikoji-dori Shinbashi Nishi-iru, Higashiyama-ku, Kyoto",35.0059202,135.7734623,n/a
Bib Gourmand,TEL075-744-0435,Saikaku,n/a,"Lunch Y900-1,200, Dinner Y5,400-8,640carte &yen3,000-5,000Service charge 10% (if having set menu)","Opening hours, last ordersLunch = Wednesday-Friday 11:30-13:00(L.O.) or when the day壽猻 stock runs out

Dinner = 18:00-22:00 (L.O.) or when the day壽猻 stock runs out","76 Kannoncho, Nijo-dori Sakaimachi Nishi-iru, Nakagyo-ku, Kyoto",35.0136501,135.7631353,Annual and weekly closingClosed Monday
Bib Gourmand,TEL075-255-3357,Sakedokoro Terayama,n/a,"Dinner Y4,000-6,000","Opening hours, last ordersDinner = 18:00-2:00 L.O.1:00","212-3 Nabeyacho, Nakagyo-ku, Kyoto",35.004537,135.771157,Annual and weekly closingClosed Sunday
Bib Gourmand,TEL075-746-4898,Sho,http://www.sho-miso.com,"Dinner Y2,000-4,000","Opening hours, last ordersDinner = 17:00-24:00 L.O.23:00","1F, Tanimura Bldg, 223-3 Tamauecho, Marutamachi-dori Muromachi Nishi-iru, Nakagyo-ku, Kyoto",35.0168692,135.7571829,"Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL075-711-6494,Zingrock,http://www.zingrock.com/,"Lunch Y1,000-2,500","Opening hours, last ordersLunch = 11:45-17:00 or when the day壽猻 stock runs out","67 Kamigamo-sakuraicho, Kita-ku, Kyoto",35.0512379,135.7612792,"Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday) and 4th Tuesday (unless Public Holiday, then 4th Wednesday)"
Bib Gourmand,TEL075-541-4815,Soba Ryuryu Senkaku,n/a,"Lunch Y3,240carte &yen1,000-3,000, Dinner Y5,400carte &yen1,000-3,000","Opening hours, last ordersLunch = 11:30-17:00Tuesday 11:30-15:00, Dinner = Thursday-Monday 17:00-21:00 L.O.20:00 or when the day壽猻 stock runs out","1F, Yasaka Bldg, 10-2 Tsukimicho, Higashiyama-ku, Kyoto",35.0036559,135.7785534,Annual and weekly closingClosed Wednesday except Public Holidays
Bib Gourmand,TEL075-822-5598,Taiho,n/a,"Lunch Y5,000carte &yen1,000-3,000, Dinner Y6,000carte &yen2,000-5,000","Opening hours, last ordersLunch = 11:30-14:20 (L.O.)Dinner = 17:30-22:00 (L.O.)","149 Nishinokyo-hoshigaikecho, Nakagyo-ku, Kyoto",35.0125552,135.739979,Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL075-365-9108,Tempura Kitenya,https://kitenya.therestaurant.jp,"Lunch Y1,300-3,800, Dinner Y4,104-8,640Seat charge &yen378; (dinner)","Opening hours, last ordersLunch = 12:00-14:00, Dinner = 18:00-23:00","230-9 Shinmeicho, Takakura Ayanokoji Nishi-iru, Shimogyo-ku, Kyoto",,,Annual and weekly closingClosed Sunday except before a Public Holiday and Public Holiday Mondays
Bib Gourmand,TEL075-351-8537,Tempura Yoshioka,n/a,"Dinner Y5,000-7,000","Opening hours, last ordersDinner = 17:00-21:00 (L.O.)","377-4 Nishimaecho, Takakura-dori Bukkoji-agaru, Shimogyo-ku, Kyoto",,,Annual and weekly closingClosed Saturday
Bib Gourmand,TEL070-5503-2898,Niboshisoba Ai,n/a,"Lunch Y700-1,000, Dinner = carte &yen700-1,000","Opening hours, last ordersLunch = 11:30-15:00 or when the day壽猻 stock runs outweekends 11:30-18:00 or when the day壽猻 stock runs outDinner = 18:00-21:00 or when the day壽猻 stock runs out","29-1 Yoshidashimoadachicho, Sakyo-ku, Kyoto",35.0221354,135.7741343,Annual and weekly closingClosed Monday and 1st & 3rd Sunday of the month
Bib Gourmand,TEL075-213-8080,Fuyacho Uneno,n/a,"Dinner Y4,000-6,000","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:00","103, Daini Fuyacho Bldg, 225 Owaricho, Fuyacho-dori Oshikoji-agaru, Nakagyo-ku, Kyoto",35.0129973,135.7654323,Annual and weekly closingClosed Tuesday
one star,TEL075-213-4409,Oryori Hayashi,n/a,"Lunch Y4,320-21,600, Dinner Y10,800-21,600Service charge = 12%","Opening hours, last ordersLunch = 11:30-13:30 (L.O.)Dinner = 17:30-19:30 (L.O.)","448-61 Kajiicho, Kawaramachi-dori Imadegawa-sagaru Higashi-iru, Kamigyo-ku, Kyoto",,,Annual and weekly closingClosed Wednesday
one star,TEL075-231-1669,La Biographie,http://www.la-biographie.info,"Lunch Y7,020-9,180, Dinner Y16,200-19,440","Opening hours, last ordersLunch = 12:00-13:00 (L.O.)Dinner = 18:00-20:00 (L.O.)","152 Nagahamacho, Koromonotana-dori Oike-sagaru Nishigawa, Nakagyo-ku, Kyoto",,,Annual and weekly closingClosed Monday and Tuesday
one star,TEL075-212-7778,Ten-you,n/a,"Lunch Y2,376-10,800, Dinner Y10,800-16,200","Opening hours, last ordersLunch = 11:30-13:30, Dinner = 17:30-21:00","Fuyacho-dori Sanjo-agaru, Nakagyo-ku, Kyoto",35.0086422,135.7656968,Annual and weekly closingClosed Tuesday
one star,TEL075-531-0533,Gion Iwasaki,n/a,"Lunch Y5,400-16,200, Dinner Y12,960-16,200Service charge = 10%","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:30-20:00 (L.O.)","570-183 Gionmachi-minamigawa, Higashiyama-ku, Kyoto",35.003001,135.7761566,n/a
one star,TEL075-551-3923,Gion Kida,n/a,"Dinner Y21,600","Opening hours, last ordersDinner = 18:00-22:00 (L.O.)","570-192, Gionmachi-minamigawa, Higashiyama-ku, Kyoto",35.003001,135.7761566,n/a
one star,TEL075-256-4460,Kiyama,n/a,"Lunch Y10,800, Dinner Y16,200-21,600Service charge = 10% (dinner)","Opening hours, last ordersLunch = 12:00-13:00 (L.O.) Dinner = 18:00-19:30 (L.O.)","1F, Belle d'Or Gosho, Sakaimachi-dori Takeyamachi-sagaru Nishigawa, Nakagyo-ku, Kyoto",,,n/a
one star,TEL075-708-5936,Gokomachi Tagawa,n/a,"Dinner Y14,040Service charge = 5%","Opening hours, last ordersDinner = 18:00-20:30 (L.O.)","575 Matsumotocho, Gokomachi-dori Ebisugawa-agaru, Nakagyo-ku, Kyoto",35.0154221,135.7666988,n/a
one star,TEL075-551-2711,Shuhaku,n/a,"Lunch Y5,400-10,800, Dinner Y10,800-16,200Service charge 5% (dinner)","Opening hours, last ordersLunch = 12:00-14:00, Dinner = 18:30-21:30","392 Kin-encho, Shimogawara-dori Kodaiji Tonomae-agaru, Higashiyama-ku, Kyoto",35.000768,135.781112,"Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL075-531-2778,Sushi Kappo Nakaichi,n/a,"Lunch Y8,640-21,600, Dinner Y10,800-27,000Service charge = 10% (Lunch = 5%)Private room fee = 5%","Opening hours, last ordersLunch = 12:00-14:00, Dinner = 17:00-22:00","570-196 Gionmachi-minamigawa, Higashiyama-ku, Kyoto",35.003001,135.7761566,n/a
one star,TEL075-541-8176,Sushi Wakon,http://www.sushiwakon.com/?lang=ja,"Lunch Y19,440-24,840, Dinner Y24,840Service charge 13%","Opening hours, last ordersLunch = 11:30-14:00 L.O.13:30, Dinner = 17:30-20:00, 20:30-23:00 L.O.21:30","3F, Four Seasons Hotel, 445-3 Myohoin-maekawacho, Higashiyama-ku, Kyoto",34.9897881,135.775983,n/a
one star,TEL075-746-5522,Tempura Mizuki,http://www.ritzcarlton-kyoto.jp/restaurant/mizuki.html,"Lunch Y5,400-8,640carte &yen4,000-8,000, Dinner Y9,720-17,280carte &yen4,000-8,000Service charge = 13%","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Dinner = 17:30-21:30 (L.O.)","B1F, The Ritz-Carlton, Kamogawa Nijo-ohashi Hotori, Nakagyo-ku, Kyoto",35.0139089,135.7708561,n/a
one star,TEL075-708-7865,Tominokoji Yamagishi,n/a,"Dinner Y17,280","Opening hours, last ordersDinner = 18:00-21:00 (L.O.)","560 Honeyanocho, Tominokoji-dori Rokkaku-sagaru, Nakagyo-ku, Kyoto",35.0065924,135.7647325,Annual and weekly closingClosed 2nd & 4th Wednesday and Tuesday
one star,TEL075-561-2508,Nikunotakumi Miyoshi,http://niku-miyoshi.com/,"Dinner Y21,600-32,400Service charge 5%","Opening hours, last ordersDinner = 18:00-21:00 (L.O.)","570-15 Gionmachi-minamigawa, Higashiyama-ku, Kyoto",35.0029715,135.7756786,Annual and weekly closingClosed Sunday
one star,TEL075-254-8377,Nijojo Furuta,n/a,"Lunch Y8,640, Dinner Y14,040-27,000Service charge 7%","Opening hours, last ordersLunch = 11:30-13:00 (L.O.)Dinner = 17:00-20:30 (L.O.)Service charge = 7%","371 Furushirocho, Oshikoji-dori Ogawa Nishi-iru, Nakagyo-ku, Kyoto",,,n/a
one star,TEL075-251-2007,Mirei,n/a,"Dinner Y8,640carte &yen7,000-9,000Seat charge = &yen864; (淌 la carte)","Opening hours, last ordersDinner = 17:00-22:30 L.O.22:00","143-2 Kameyacho, Takeyamachi-dori Muromachi Higashi-iru, Nakagyo-ku, Kyoto",35.0154471,135.7687648,Annual and weekly closingClosed Wednesday
